,ENGLISH,GERMAN
22277,tom is still active,tom ist noch aktiv
22278,tom is still asleep,tom schlaft noch
22279,tom is still crying,tom ist noch immer am weinen
22280,tom is still crying,tom weint immer noch
22281,tom is still in bed,tom ist noch im bett
22282,tom is still inside,tom ist immer noch drinnen
22283,tom is such a moron,tom ist so ein schwachkopf
22284,tom is the murderer,tom ist der morder
22285,tom is the new boss,tom ist der neue chef
22286,tom is their leader,tom ist ihr anfuhrer
22287,tom is too trusting,tom ist zu vertrauensselig
22288,tom is truly gifted,tom ist wirklich begabt
22289,tom is unbelievable,tom ist unglaublich
22290,tom is very curious,tom ist sehr neugierig
22291,tom is very excited,tom ist sehr aufgeregt
22292,tom is very unlucky,tom ist sehr unglucklich
22293,tom is wasting time,tom vergeudet seine zeit
22294,tom is wasting time,tom vertut seine zeit
22295,tom is wasting time,tom verschwendet seine zeit
22296,tom is wearing blue,tom tragt blau
22297,tom is welcome here,tom ist hier willkommen
22298,tom is working late,tom arbeitet bis spat nachts
22299,tom is your teacher,tom ist dein lehrer
22300,tom isnt a suspect,tom ist kein tatverdachtiger
22301,tom isnt an expert,tom ist nicht vom fach
22302,tom isnt answering,tom antwortet nicht
22303,tom isnt breathing,tom atmet nicht mehr
22304,tom isnt convinced,tom ist nicht uberzeugt
22305,tom isnt impressed,tom ist nicht beeindruckt
22306,tom isnt my cousin,tom ist nicht mein cousin
22307,tom isnt ready yet,tom ist noch nicht fertig
22308,tom isnt talkative,tom redet nicht viel
22309,tom isnt the enemy,tom ist nicht der feind
22310,tom isnt very tall,tom ist nicht allzu gro
22311,tom just got dumped,tom wurde gerade der laufpass gegeben
22312,tom kicked the ball,tom trat gegen den ball
22313,tom knew about this,tom wusste davon
22314,tom knew everything,tom wusste alles
22315,tom knew the reason,tom kannte den grund
22316,tom knows mary lied,tom wei dass mary gelogen hat
22317,tom knows mary lied,dass mary log wei tom
22318,tom knows everybody,tom kennt jeden
22319,tom knows my number,tom kennt meine nummer
22320,tom lay on his back,tom legte sich auf den rucken
22321,tom left right away,tom ist auf der stelle gegangen
22322,tom left without me,tom ist ohne mich gegangen
22323,tom left without me,tom ging ohne mich
22324,tom let the cat out,tom lie die katze hinaus
22325,tom let us all down,tom hat uns alle enttauscht
22326,tom likes adventure,tom mag abenteuer
22327,tom likes brunettes,tom mag brunette
22328,tom likes chocolate,tom mag schokolade
22329,tom likes hot curry,tom mag scharfes curry
22330,tom likes spaghetti,tom mag spaghetti
22331,tom likes traveling,tom verreist gerne
22332,tom likes traveling,tom reist gerne
22333,tom likes traveling,tom ist gerne auf reisen
22334,tom likes you a lot,tom mag dich sehr
22335,tom lit the candles,tom zundete die kerzen an
22336,tom lives in boston,tom wohnt in boston
22337,tom lives in a slum,tom lebt in einem elendsviertel
22338,tom lives in a slum,tom lebt in einem slum
22339,tom lives in a slum,tom wohnt in einem slum
22340,tom lives in a slum,tom wohnt in einem elendsviertel
22341,tom lives in a slum,tom lebt in einem armenviertel
22342,tom lives near here,tom wohnt hier in der nahe
22343,tom locked the door,tom schloss die tur ab
22344,tom looked fatigued,tom sah erschopft aus
22345,tom looked up at me,tom sah zu mir hoch
22346,tom looked very old,tom sah sehr alt aus
22347,tom looks dignified,tom sieht wurdevoll aus
22348,tom looks irritated,tom sieht verargert aus
22349,tom looks undecided,tom sieht unentschlossen aus
22350,tom lost his memory,tom hat sein gedachtnis verloren
22351,tom lost his memory,tom verlor sein gedachtnis
22352,tom lost his memory,tom hat das gedachtnis verloren
22353,tom lost his wallet,tom hat seinen geldbeutel verloren
22354,tom loves australia,tom liebt australien
22355,tom made a decision,tom traf eine entscheidung
22356,tom made a decision,tom hat eine entscheidung getroffen
22357,tom made a sandwich,tom machte ein sandwich
22358,tom made it on time,tom hat es rechtzeitig geschafft
22359,tom made me cookies,tom hat mir kekse gebacken
22360,tom made tea for me,tom hat tee fur mich gemacht
22361,tom makes big money,tom verdient viel geld
22362,tom might be hungry,tom hat vielleicht hunger
22363,tom misses his wife,tom vermisst seine frau
22364,tom mustve escaped,tom muss entkommen sein
22365,tom needs a haircut,tom muss mal wieder zum friseur
22366,tom needs new shoes,tom braucht neue schuhe
22367,tom needs some cash,tom braucht bares
22368,tom needs something,tom braucht etwas
22369,tom needs something,tom benotigt etwas
22370,tom needs your help,tom braucht deine hilfe
22371,tom needs your help,tom braucht ihre hilfe
22372,tom needs your love,tom braucht eure liebe
22373,tom needs your love,tom braucht deine liebe
22374,tom never came home,tom kam nie nach hause
22375,tom never came home,tom ist nie nach hause gekommen
22376,tom never gets sick,tom wird niemals krank
22377,tom never showed up,tom lie sich gar nicht sehen
22378,tom never wears red,tom tragt nie rot
22379,tom nodded silently,tom nickte schweigend
22380,tom now wears a wig,tom tragt jetzt perucke
22381,tom opened a window,tom machte ein fenster auf
22382,tom opened a window,tom offnete ein fenster
22383,tom opened his book,tom offnete sein buch
22384,tom opened his eyes,tom schlug die augen auf
22385,tom opened his eyes,tom offnete die augen
22386,tom opened the beer,tom offnete das bier
22387,tom opened the cage,tom offnete den kafig
22388,tom opened the safe,tom offnete den tresor
22389,tom opened the safe,tom offnete den geldschrank
22390,tom ordered a drink,tom bestellte ein getrank
22391,tom owes mary money,tom schuldet mary geld
22392,tom owes me a favor,tom ist mir einen gefallen schuldig
22393,tom packed his bags,tom packte seine siebensachen
22394,tom packed his bags,tom packte seine koffer
22395,tom passed the test,tom hat die prufung bestanden
22396,tom passed the test,tom bestand die prufung
22397,tom put on an apron,tom legte ein schurze an
22398,tom raised his arms,tom hob seine arme hoch
22399,tom raised his hand,tom hob die hand
22400,tom raised his hand,tom meldete sich
22401,tom raised the flag,tom hisste die fahne
22402,tom ran out of food,tom ging das essen aus
22403,tom ran out of time,tom lief die zeit davon
22404,tom rarely goes out,tom geht kaum aus dem haus
22405,tom recognized mary,tom erkannte maria
22406,tom recognized mary,tom erkannte maria wieder
22407,tom refuses to work,tom weigert sich zu arbeiten
22408,tom remained behind,tom blieb zuruck
22409,tom remained seated,tom blieb sitzen
22410,tom remained silent,tom schwieg
22411,tom reserved a seat,tom reservierte einen sitzplatz
22412,tom resumed reading,tom fuhr mit dem lesen fort
22413,tom rides a bicycle,tom fahrt fahrrad
22414,tom rubbed his face,tom rieb sich sein gesicht
22415,tom rubbed his face,tom rieb sich das gesicht
22416,tom rushed upstairs,tom eilte die treppe hinauf
22417,tom rushed upstairs,tom eilte nach oben
22418,tom sat at his desk,tom sa an seinem schreibtisch
22419,tom sat watching tv,tom sa und sah fern
22420,tom saved everybody,tom hat alle gerettet
22421,tom saved our lives,tom hat uns das leben gerettet
22422,tom saved your life,tom hat dir das leben gerettet
22423,tom saved your life,tom hat ihnen das leben gerettet
22424,tom says he is rich,tom sagt er sei reich
22425,tom says hes tired,tom sagt dass er mude ist
22426,tom seems conceited,tom wirkt eingebildet
22427,tom seems easygoing,tom scheint ein lockerer typ zu sein
22428,tom seems impatient,tom wirkt ungeduldig
22429,tom seems insincere,tom wirkt unaufrichtig
22430,tom shaved his head,tom rasierte seinen kopf
22431,tom should thank me,tom sollte mir dankbar sein
22432,tom shouldve known,tom hatte es wissen mussen
22433,tom shouted at mary,tom schrie mary an
22434,tom shut the window,tom schloss das fenster
22435,tom sided with mary,tom stellte sich auf marias seite
22436,tom signed the bill,tom unterschrieb die rechnung
22437,tom sings very well,tom singt sehr gut
22438,tom started packing,tom machte sich ans packen
22439,tom started reading,tom fing an zu lesen
22440,tom started reading,tom fing zu lesen an
22441,tom started snoring,tom begann zu schnarchen
22442,tom stole the money,tom stahl das geld
22443,tom stopped dancing,tom horte auf zu tanzen
22444,tom stopped digging,tom horte auf zu graben
22445,tom stopped reading,tom horte auf zu lesen
22446,tom stopped reading,tom horte mit dem lesen auf
22447,tom stopped to talk,tom verstummte
22448,tom stubbed his toe,tom stie sich seinen zeh
22449,tom stuck up for me,tom trat fur mich ein
22450,tom swims every day,tom schwimmt jeden tag
22451,tom swims very fast,tom schwimmt sehr schnell
22452,tom talked too much,tom hat zu viel geredet
22453,tom taught me a lot,tom hat mir viel beigebracht
22454,tom threatened mary,tom bedrohte mary
22455,tom threatened mary,tom drohte mary
22456,tom threatened them,tom drohte ihnen
22457,tom took friday off,tom nahm sich am freitag frei
22458,tom took a big risk,tom ging ein groes risiko ein
22459,tom took a week off,tom nahm sich eine woche frei
22460,tom took an aspirin,tom nahm ein aspirin
22461,tom turned the knob,tom drehte am turknauf
22462,tom understood that,tom verstand das
22463,tom used to be ugly,tom war fruher mal hasslich
22464,tom used to be ugly,fruher war tom hasslich
22465,tom wanted to leave,tom wollte gehen
22466,tom wants mary back,tom will maria wiederhaben
22467,tom wants a new car,tom mochte ein neues auto
22468,tom wants a new hat,tom will einen neuen hut
22469,tom wants to see it,tom will es sehen
22470,tom wants to try it,tom will es ausprobieren
22471,tom wants you fired,tom will dass du rausgeschmissen wirst
22472,tom wants you fired,tom will dass du entlassen wirst
22473,tom was a brave man,tom war ein tapferer mann
22474,tom was a real hero,tom war ein echter held
22475,tom was belligerent,tom war streitlustig
22476,tom was fast asleep,tom schlief tief und fest
22477,tom was imaginative,tom hatte phantasie
22478,tom was in no hurry,tom hatte es nicht eilig
22479,tom was just joking,tom hat nur einen witz gemacht
22480,tom was left behind,tom wurde zuruckgelassen
22481,tom was mad at mary,tom war sauer auf mary
22482,tom was misbehaving,tom benahm sich daneben
22483,tom was never happy,tom war noch nie glucklich
22484,tom was not jealous,tom war nicht eifersuchtig
22485,tom was only joking,tom hat nur einen witz gemacht
22486,tom was put in jail,tom wurde ins gefangnis gesteckt
22487,tom was quite upset,tom war ziemlich aufgebracht
22488,tom was really good,tom war wirklich gut
22489,tom was suffocating,tom war dabei zu ersticken
22490,tom was turned down,tom wurde abgewiesen
22491,tom washed his face,tom wusch sich das gesicht
22492,tom wasnt murdered,tom wurde nicht ermordet
22493,tom went home angry,tom ging verargert nach hause
22494,tom went out to eat,tom ist essen gegangen
22495,tom went to harvard,tom war in harvard
22496,tom will be furious,tom wird wutend sein
22497,tom will come later,tom kommt spater
22498,tom will go as well,tom geht auch hin
22499,tom will never stop,tom wird nie aufhoren
22500,tom will understand,tom mochte verstehen
22501,tom wiped the table,tom wischte den tisch ab
22502,tom woke up at,tom wachte um halb sieben auf
22503,tom woke up at,tom erwachte um
22504,tom wont come back,tom wird nicht zuruckkommen
22505,tom wore a hard hat,tom trug einen schutzhelm
22506,tom works at a bank,tom arbeitet in einer bank
22507,tom works in boston,tom arbeitet in boston
22508,tom works in a bank,tom arbeitet in einer bank
22509,tom wrote that book,das buch hat tom geschrieben
22510,tom wrote that book,tom hat das buch geschrieben
22511,tom wrote this book,tom hat dieses buch geschrieben
22512,tom yelled for help,tom rief um hilfe
22513,toms a great actor,tom ist ein sehr guter schauspieler
22514,toms a likable guy,tom ist ein angenehmer typ
22515,toms house is tidy,bei tom zu hause ist alles aufgeraumt
22516,toms not breathing,tom atmet nicht mehr
22517,toms older than me,tom ist alter als ich
22518,toms pulse is fast,tom hat einen hohen puls
22519,toms room is messy,toms zimmer ist unaufgeraumt
22520,toms very effusive,tom ist sehr uberschwanglich
22521,tonight sounds good,heute abend klingt gut
22522,try it out yourself,versuch es selbst
22523,try it out yourself,versucht es selbst
22524,try it out yourself,versuchen sie es selbst
22525,try on this sweater,probier diesen pullover an
22526,try on this sweater,probieren sie diesen pullover an
22527,try to act your age,benimm dich deinem alter entsprechend
22528,turn down the radio,stell das radio leiser
22529,turn it off please,bitte ausstellen
22530,turn off the lights,schalte das licht aus
